Season_ID,Team,Year,TR,Age,W,L,SRS,ORtg,rORtg,DRtg,rDRtg,NRtg,Pace,rPace,FTr,rFTr,TS,rTS,PostW,PostL,,,,,,,,,,,,
397,Philadelphia 76ers,2012,4.9,24.9,35,31,3.6,103.9,-0.7,99.2,-5.4,4.7,89.7,-1.6,0.217,-0.059,0.511,-0.016,7,6,0.54,96.9,-6.7,98.3,-5.3,-1.4,3.25,88.5,-0.5,0.312,0.482,-0.038
398,Denver Nuggets,2012,3.3,26.6,38,28,3.2,109.2,4.6,106.2,1.6,3,94.2,2.9,0.326,0.05,0.556,0.029,3,4,0.43,107.1,3.5,106.6,3,0.5,2.46,90.3,1.3,0.227,0.492,-0.028
399,Memphis Grizzlies,2012,3.2,25.6,41,25,2.4,104,-0.6,101.8,-2.8,2.2,90.8,-0.5,0.277,0.001,0.515,-0.012,3,4,0.43,102.8,-0.8,102,-1.6,0.8,3.62,87.7,-1.3,0.403,0.509,-0.011
400,Los Angeles Clippers,2012,2.7,27.3,40,26,2.8,108.5,3.9,105.7,1.1,2.8,89.2,-2.1,0.287,0.011,0.533,0.006,4,7,0.36,101.3,-2.3,106.5,2.9,-5.2,-1.01,88.9,-0.1,0.315,0.53,0.01
401,Los Angeles Lakers,2012,2.7,29.7,41,25,2,106,1.4,104.4,-0.2,1.6,90.5,-0.8,0.299,0.023,0.534,0.007,5,7,0.42,105.4,1.8,110,6.4,-4.6,-0.07,89.2,0.2,0.285,0.502,-0.018
402,Atlanta Hawks,2012,1.4,27.9,40,26,2.7,104.9,0.3,101.2,-3.4,3.7,90.2,-1.1,0.259,-0.017,0.535,0.008,2,4,0.33,91.8,-11.8,97.1,-6.5,-5.3,-3.04,87.9,-1.1,0.204,0.475,-0.045
403,Houston Rockets,2012,0.7,26.2,34,32,0.6,105.5,0.9,105.2,0.6,0.3,91.7,0.4,0.235,-0.041,0.529,0.002,,,,,,,,,,,,,,
404,Dallas Mavericks,2012,0.4,31.3,36,30,1.8,103.3,-1.3,102.3,-2.3,1,91.4,0.1,0.246,-0.03,0.527,0,0,4,0,102.9,-0.7,110.1,6.5,-7.2,-0.76,90.6,1.6,0.343,0.519,-0.001
405,Phoenix Suns,2012,0.3,28.9,33,33,0.3,106.2,1.6,106.5,1.9,-0.3,92.6,1.3,0.257,-0.019,0.536,0.009,,,,,,,,,,,,,,
406,Milwaukee Bucks,2012,-0.3,26.2,31,35,-0.2,105.5,0.9,105.2,0.6,0.3,93.7,2.4,0.25,-0.026,0.521,-0.006,,,,,,,,,,,,,,
407,Portland Trail Blazers,2012,-0.5,27.5,28,38,-0.2,105.7,1.1,106.4,1.8,-0.7,91.2,-0.1,0.263,-0.013,0.531,0.004,,,,,,,,,,,,,,
408,New York Knicks,2012,-1.2,26.3,36,30,2.4,104.4,-0.2,101,-3.6,3.4,93.2,1.9,0.306,0.03,0.533,0.006,1,4,0.2,95.2,-8.4,111.3,7.7,-16.1,-10.38,86.9,-2.1,0.297,0.499,-0.021
409,Minnesota Timberwolves,2012,-2.2,24.4,26,40,-1.8,104.3,-0.3,106.6,2,-2.3,93.3,2,0.306,0.03,0.524,-0.003,,,,,,,,,,,,,,
410,Utah Jazz,2012,-2.2,25.6,36,30,0.9,106.8,2.2,106.1,1.5,0.7,91.4,0.1,0.302,0.026,0.525,-0.002,0,4,0,93.9,-9.7,111.3,7.7,-17.4,-10.12,91.9,2.9,0.306,0.443,-0.077
411,Orlando Magic,2012,-2.4,27.5,37,29,0.5,105,0.4,104.1,-0.5,0.9,89,-2.3,0.292,0.016,0.533,0.006,1,4,0.2,94.8,-8.8,107,3.4,-12.2,-9.6,86.6,-2.4,0.244,0.486,-0.034
412,Golden State Warriors,2012,-3.3,25.3,23,43,-2.8,105.4,0.8,109.1,4.5,-3.7,92.3,1,0.227,-0.049,0.539,0.012,,,,,,,,,,,,,,
413,New Orleans Hornets,2012,-3.7,25.5,21,45,-3.1,100.9,-3.7,105.1,0.5,-4.2,88.3,-3,0.274,-0.002,0.517,-0.01,,,,,,,,,,,,,,
414,Toronto Raptors,2012,-4.2,25.7,23,43,-3.7,100.8,-3.8,104.5,-0.1,-3.7,89.3,-2,0.274,-0.002,0.518,-0.009,,,,,,,,,,,,,,
415,Sacramento Kings,2012,-5.5,24.3,22,44,-5,103.8,-0.8,109.8,5.2,-6,94.7,3.4,0.268,-0.008,0.51,-0.017,,,,,,,,,,,,,,
416,Detroit Pistons,2012,-5.6,26.3,25,41,-5.2,101,-3.6,106.3,1.7,-5.3,89.2,-2.1,0.279,0.003,0.51,-0.017,,,,,,,,,,,,,,
417,Washington Wizards,2012,-5.8,24.2,20,46,-5.1,101,-3.6,106.2,1.6,-5.2,92.5,1.2,0.253,-0.023,0.508,-0.019,,,,,,,,,,,,,,
418,New Jersey Nets,2012,-6.9,26.1,22,44,-6.4,102.9,-1.7,109.6,5,-6.7,90.1,-1.2,0.269,-0.007,0.516,-0.011,,,,,,,,,,,,,,
419,Cleveland Cavaliers,2012,-7.9,26,21,45,-7.3,101.1,-3.5,108.9,4.3,-7.8,91.3,0,0.307,0.031,0.505,-0.022,,,,,,,,,,,,,,
420,Charlotte Bobcats,2012,-15.3,24.5,7,59,-14,95.2,-9.4,110.4,5.8,-15.2,91.1,-0.2,0.276,0,0.483,-0.044,,,,,,,,,,,,,,
421,Dallas Mavericks??,2011,11.6,30.9,57,25,4.4,109.7,2.4,105,-2.3,4.7,91.3,-0.8,0.286,-0.014,0.565,0.024,16,5,0.76,112.9,6.9,106.3,0.3,6.6,11.11,86.6,-1.2,0.339,0.571,0.042
422,Miami Heat,2011,9.6,29,58,24,6.8,111.7,4.4,103.5,-3.8,8.2,90.9,-1.2,0.363,0.063,0.573,0.032,14,7,0.67,106.4,0.4,103.4,-2.6,3,7.21,86.3,-1.5,0.379,0.542,0.013
423,Chicago Bulls,2011,8.7,26.4,62,20,6.5,108.3,1,100.3,-7,8,90.4,-1.7,0.305,0.005,0.541,0,9,7,0.56,105.8,-0.2,100.9,-5.1,4.9,6.17,86.9,-0.9,0.288,0.51,-0.019
424,Oklahoma City Thunder,2011,7,23.7,55,27,3.8,111.2,3.9,107.2,-0.1,4,92.7,0.6,0.363,0.063,0.561,0.02,9,8,0.53,109.5,3.5,107.5,1.5,2,5.76,90.8,3,0.393,0.548,0.019
425,Boston Celtics,2011,6,29.5,56,26,4.8,106.2,-1.1,100.3,-7,5.9,90.4,-1.7,0.305,0.005,0.561,0.02,5,4,0.56,105.1,-0.9,103.6,-2.4,1.5,5.47,89.1,1.3,0.262,0.552,0.023
426,Los Angeles Lakers,2011,5.4,30.2,57,25,6,111,3.7,104.3,-3,6.7,90.7,-1.4,0.293,-0.007,0.545,0.004,4,6,0.4,107.8,1.8,109.3,3.3,-1.5,1.03,86.5,-1.3,0.315,0.526,-0.003
427,Memphis Grizzlies,2011,5,25.2,46,36,2.6,107.6,0.3,105.1,-2.2,2.5,91.9,-0.2,0.291,-0.009,0.534,-0.007,7,6,0.54,105.4,-0.6,106.1,0.1,-0.7,4.06,90,2.2,0.335,0.512,-0.017
428,San Antonio Spurs,2011,4.8,28.8,61,21,5.9,111.8,4.5,105.6,-1.7,6.2,92.3,0.2,0.299,-0.001,0.567,0.026,2,4,0.33,102.2,-3.8,105.6,-0.4,-3.4,-0.85,90.8,3,0.369,0.526,-0.003
429,Orlando Magic,2011,4.2,27.6,52,30,4.9,107.9,0.6,102,-5.3,5.9,91.2,-0.9,0.328,0.028,0.554,0.013,2,4,0.33,102.4,-3.6,100.3,-5.7,2.1,1,86.6,-1.2,0.367,0.503,-0.026
430,Denver Nuggets,2011,3.1,27.3,50,32,4.8,112.3,5,107.3,0,5,95.6,3.5,0.367,0.067,0.574,0.033,1,4,0.2,103.4,-2.6,108.5,2.5,-5.1,-1.29,94.2,6.4,0.468,0.525,-0.004
431,Houston Rockets,2011,2.5,26.5,43,39,2.4,111.3,4,109,1.7,2.3,94.2,2.1,0.299,-0.001,0.55,0.009,,,,,,,,,,,,,,
432,Portland Trail Blazers,2011,1,26.7,48,34,1.9,108.8,1.5,107.1,-0.2,1.7,87.9,-4.2,0.278,-0.022,0.533,-0.008,2,4,0.33,106.3,0.3,112.5,6.5,-6.2,-1.79,83,-4.8,0.294,0.534,0.005
433,Atlanta Hawks,2011,0.9,27.4,44,38,-1.1,106.1,-1.2,107,-0.3,-0.9,89.3,-2.8,0.269,-0.031,0.542,0.001,6,6,0.5,100.4,-5.6,105.5,-0.5,-5.1,0.63,85.9,-1.9,0.289,0.505,-0.024
434,New Orleans Hornets,2011,0.4,26.3,46,36,1.3,106.2,-1.1,105.2,-2.1,1,88.7,-3.4,0.296,-0.004,0.537,-0.004,2,4,0.33,104.7,-1.3,113.1,7.1,-8.4,-2.39,85.3,-2.5,0.36,0.537,0.008
435,Philadelphia 76ers,2011,-0.2,24.7,41,41,1,106.6,-0.7,105,-2.3,1.6,91.7,-0.4,0.273,-0.027,0.535,-0.006,1,4,0.2,100.7,-5.3,109.3,3.3,-8.6,-1.84,86,-1.8,0.213,0.485,-0.044
436,Phoenix Suns,2011,-0.5,29.6,40,42,-0.5,109.5,2.2,110.4,3.1,-0.9,94.4,2.3,0.283,-0.017,0.559,0.018,,,,,,,,,,,,,,
437,Milwaukee Bucks,2011,-1.2,26.7,35,47,-1,101.6,-5.7,102.5,-4.8,-0.9,89.8,-2.3,0.287,-0.013,0.511,-0.03,,,,,,,,,,,,,,
438,New York Knicks,2011,-1.5,25.3,42,40,0.5,110.9,3.6,110.1,2.8,0.8,95.6,3.5,0.304,0.004,0.561,0.02,0,4,0,99,-7,108.2,2.2,-9.2,-4.37,91.7,3.9,0.298,0.483,-0.046
439,Utah Jazz,2011,-1.5,26.8,39,43,-1.4,108.1,0.8,110.1,2.8,-2,91,-1.1,0.313,0.013,0.544,0.003,,,,,,,,,,,,,,
440,Golden State Warriors,2011,-2.2,25.2,36,46,-2,108.2,0.9,110.7,3.4,-2.5,94.8,2.7,0.241,-0.059,0.544,0.003,,,,,,,,,,,,,,
441,Indiana Pacers,2011,-2.2,25.9,37,45,-1.4,104.8,-2.5,106,-1.3,-1.2,94.7,2.6,0.3,0,0.533,-0.008,1,4,0.2,100.2,-5.8,108.5,2.5,-8.3,-1.77,90,2.2,0.304,0.496,-0.033
442,Los Angeles Clippers,2011,-3.1,24.6,32,50,-2.7,105.3,-2,108.7,1.4,-3.4,92.8,0.7,0.332,0.032,0.535,-0.006,,,,,,,,,,,,,,
443,Detroit Pistons,2011,-4.2,27.2,30,52,-3.8,107.7,0.4,111.7,4.4,-4,89.2,-2.9,0.279,-0.021,0.533,-0.008,,,,,,,,,,,,,,
444,Charlotte Bobcats,2011,-4.3,26.9,34,48,-4.1,103.4,-3.9,107.8,0.5,-4.4,89.6,-2.5,0.314,0.014,0.528,-0.013,,,,,,,,,,,,,,
445,Sacramento Kings,2011,-5.5,24.8,24,58,-4.8,103.5,-3.8,109,1.7,-5.5,95.2,3.1,0.284,-0.016,0.519,-0.022,,,,,,,,,,,,,,
446,Minnesota Timberwolves,2011,-7,23.8,17,65,-6,104.2,-3.1,111.1,3.8,-6.9,96.5,4.4,0.282,-0.018,0.526,-0.015,,,,,,,,,,,,,,
447,New Jersey Nets,2011,-7,24.8,24,58,-6.3,103.1,-4.2,109.9,2.6,-6.8,89.9,-2.2,0.283,-0.017,0.517,-0.024,,,,,,,,,,,,,,
448,Toronto Raptors,2011,-7.1,24.5,22,60,-6.3,106.1,-1.2,112.9,5.6,-6.8,92.9,0.8,0.293,-0.007,0.533,-0.008,,,,,,,,,,,,,,
449,Washington Wizards,2011,-8,24.9,23,59,-7.3,102.4,-4.9,110.2,2.9,-7.8,93.8,1.7,0.29,-0.01,0.513,-0.028,,,,,,,,,,,,,,
450,Cleveland Cavaliers,2011,-9.8,26.6,19,63,-8.9,102.2,-5.1,111.8,4.5,-9.6,93,0.9,0.312,0.012,0.518,-0.023,,,,,,,,,,,,,,
0.04,0.573,0.03,10,4,0.71,110.8,2.2,100.9,-7.7,9.9,12.98,86.5,-3.2,0.426,0.574,0.031,,,,,,,,,,,,,,,,
452,Los Angeles Lakers??,2010,9.8,28.4,57,25,4.8,108.8,1.2,103.7,-3.9,5.1,92.8,0.1,0.289,-0.011,0.538,-0.005,16,7,0.7,112.8,4.2,108.6,0,4.2,8.3,89.6,-0.1,0.32,0.546,0.003
453,Phoenix Suns,2010,9.8,28.5,54,28,4.7,115.3,7.7,110.2,2.6,5.1,95.3,2.6,0.312,0.012,0.585,0.042,10,6,0.63,117.8,9.2,112.7,4.1,5.1,9.35,90.9,1.2,0.353,0.582,0.039
454,Boston Celtics,2010,8.5,29.4,50,32,3.4,107.7,0.1,103.8,-3.8,3.9,91.6,-1.1,0.332,0.032,0.564,0.021,15,9,0.63,104.8,-3.8,101.7,-6.9,3.1,8.23,89.2,-0.5,0.341,0.539,-0.004
455,Cleveland Cavaliers,2010,7.1,28,61,21,6.2,111.2,3.6,104.1,-3.5,7.1,91.4,-1.3,0.341,0.041,0.57,0.027,6,5,0.55,108.2,-0.4,106.8,-1.8,1.4,2.49,92.6,2.9,0.42,0.568,0.025
456,Utah Jazz,2010,4.9,25.6,53,29,5.3,110.7,3.1,105,-2.6,5.7,93.8,1.1,0.34,0.04,0.565,0.022,4,6,0.4,114,5.4,116.4,7.8,-2.4,2,93.9,4.2,0.421,0.568,0.025
457,Denver Nuggets,2010,4.4,27.7,53,29,4.2,111.8,4.2,107.5,-0.1,4.3,94.8,2.1,0.376,0.076,0.561,0.018,2,4,0.33,113.9,5.3,115.1,6.5,-1.2,4.13,96,6.3,0.469,0.577,0.034
458,San Antonio Spurs,2010,4.1,28.7,50,32,5.1,110,2.4,104.5,-3.1,5.5,91.7,-1,0.296,-0.004,0.552,0.009,4,6,0.4,105.7,-2.9,109.4,0.8,-3.7,-0.24,90.9,1.2,0.339,0.533,-0.01
459,Oklahoma City Thunder,2010,3.6,23.2,50,32,3.6,108.3,0.7,104.6,-3,3.7,93.1,0.4,0.333,0.033,0.547,0.004,2,4,0.33,103.6,-5,105.4,-3.2,-1.8,2.98,90.6,0.9,0.412,0.506,-0.037
460,Dallas Mavericks,2010,3.5,30.7,55,27,2.7,109.2,1.6,106.3,-1.3,2.9,92.5,-0.2,0.277,-0.023,0.552,0.009,2,4,0.33,105.1,-3.5,105.6,-3,-0.5,4.57,88.4,-1.3,0.294,0.518,-0.025
461,Atlanta Hawks,2010,2.8,26.5,53,29,4.4,111.9,4.3,106.7,-0.9,5.2,90.1,-2.6,0.281,-0.019,0.545,0.002,4,7,0.36,104.3,-4.3,112.2,3.6,-7.9,-4.44,85.8,-3.9,0.276,0.501,-0.042
462,Milwaukee Bucks,2010,1.3,26.4,46,36,1.4,104.9,-2.7,103.1,-4.5,1.8,91.7,-1,0.239,-0.061,0.518,-0.025,3,4,0.43,105,-3.6,109.3,0.7,-4.3,0.14,85.7,-4,0.25,0.51,-0.033
463,Portland Trail Blazers,2010,0.8,26.6,50,32,3.2,110.8,3.2,107.1,-0.5,3.7,87.7,-5,0.315,0.015,0.547,0.004,2,4,0.33,106.5,-2.1,118.3,9.7,-11.8,-7.13,87.3,-2.4,0.364,0.522,-0.021
464,Houston Rockets,2010,0.1,26,42,40,0,107.6,0,108,0.4,-0.4,94,1.3,0.292,-0.008,0.537,-0.006,,,,,,,,,,,,,,
465,Miami Heat,2010,-0.2,27.1,47,35,2,106.6,-1,104.1,-3.5,2.5,89.6,-3.1,0.296,-0.004,0.537,-0.006,1,4,0.2,96.2,-12.4,105.2,-3.4,-9,-5.63,91.1,1.4,0.241,0.513,-0.03
466,Charlotte Bobcats,2010,-0.6,27.4,44,38,1.3,104.4,-3.2,102.8,-4.8,1.6,90.4,-2.3,0.346,0.046,0.538,-0.005,0,4,0,100.2,-8.4,111,2.4,-10.8,-3.68,85.4,-4.3,0.362,0.523,-0.02
467,Memphis Grizzlies,2010,-1.4,24.1,40,42,-1.4,108.3,0.7,109.9,2.3,-1.6,93.6,0.9,0.32,0.02,0.536,-0.007,,,,,,,,,,,,,,
468,Toronto Raptors,2010,-1.8,25.2,40,42,-1.8,111.3,3.7,113.2,5.6,-1.9,93.1,0.4,0.319,0.019,0.564,0.021,,,,,,,,,,,,,,
469,New Orleans Hornets,2010,-2.4,27.5,37,45,-2.3,107.4,-0.2,110.1,2.5,-2.7,92.6,-0.1,0.243,-0.057,0.543,0,,,,,,,,,,,,,,
470,Chicago Bulls,2010,-2.7,26.2,41,41,-1.6,103.5,-4.1,105.3,-2.3,-1.8,93.1,0.4,0.287,-0.013,0.52,-0.023,1,4,0.2,105,-3.6,115,6.4,-10,-3.83,92.4,2.7,0.265,0.504,-0.039
471,Indiana Pacers,2010,-3.5,26.6,32,50,-3.1,103.7,-3.9,106.8,-0.8,-3.1,97.1,4.4,0.296,-0.004,0.536,-0.007,,,,,,,,,,,,,,
472,Golden State Warriors,2010,-3.9,25.1,26,56,-3.3,108.1,0.5,111.7,4.1,-3.6,100.4,7.7,0.294,-0.006,0.557,0.014,,,,,,,,,,,,,,
473,New York Knicks,2010,-4.5,25.4,29,53,-4,107.6,0,111.6,4,-4,94,1.3,0.256,-0.044,0.547,0.004,,,,,,,,,,,,,,
474,Philadelphia 76ers,2010,-4.5,25.4,27,55,-3.9,106.1,-1.5,110.3,2.7,-4.2,91.6,-1.1,0.27,-0.03,0.534,-0.009,,,,,,,,,,,,,,
475,Sacramento Kings,2010,-4.7,24.1,25,57,-4.1,105.3,-2.3,109.9,2.3,-4.6,94,1.3,0.286,-0.014,0.528,-0.015,,,,,,,,,,,,,,
476,Washington Wizards,2010,-5.3,27.6,26,56,-4.7,104.2,-3.4,109.4,1.8,-5.2,91.6,-1.1,0.283,-0.017,0.524,-0.019,,,,,,,,,,,,,,
477,Detroit Pistons,2010,-5.6,26.7,27,55,-5,105.6,-2,111.4,3.8,-5.8,88.5,-4.2,0.303,0.003,0.515,-0.028,,,,,,,,,,,,,,
478,Los Angeles Clippers,2010,-6.5,27.3,29,53,-6,103.3,-4.3,110.1,2.5,-6.8,92.6,-0.1,0.283,-0.017,0.529,-0.014,,,,,,,,,,,,,,
479,Minnesota Timberwolves,2010,-10.1,24.1,15,67,-9.1,101.7,-5.9,111.6,4,-9.9,96.1,3.4,0.278,-0.022,0.518,-0.025,,,,,,,,,,,,,,
480,New Jersey Nets,2010,-10.1,24.8,12,70,-8.9,100.6,-7,110.5,2.9,-9.9,91.4,-1.3,0.307,0.007,0.509,-0.034,,,,,,,,,,,,,,
481,Cleveland Cavaliers,2009,14.3,26.6,66,16,8.7,112.4,4.1,102.4,-5.9,10,88.7,-3,0.312,0.006,0.56,0.016,10,4,0.71,112.6,4.9,102.7,-5,9.9,13.06,86.1,-2.6,0.383,0.556,0.012
482,Los Angeles Lakers??,2009,13.1,27.4,65,17,7.1,112.8,4.5,104.7,-3.6,8.1,94.3,2.6,0.299,-0.007,0.555,0.011,16,7,0.7,111.4,3.7,103.5,-4.2,7.9,11.76,91.1,2.4,0.342,0.553,0.009
483,Denver Nuggets,2009,11.3,27.7,54,28,3.1,110.4,2.1,106.8,-1.5,3.6,94.3,2.6,0.382,0.076,0.563,0.019,10,6,0.63,116.8,9.1,107.5,-0.2,9.3,12.93,92.4,3.7,0.426,0.579,0.035
484,Orlando Magic,2009,9.6,27.3,59,23,6.5,109.2,0.9,101.9,-6.4,7.3,92.3,0.6,0.351,0.045,0.559,0.015,13,11,0.54,107.3,-0.4,105.3,-2.4,2,7.86,89.2,0.5,0.36,0.555,0.011
485,Boston Celtics,2009,6.9,27.8,62,20,7.4,110.5,2.2,102.3,-6,8.2,90.4,-1.3,0.328,0.022,0.571,0.027,7,7,0.5,106.3,-1.4,106.3,-1.4,0,3.16,91.4,2.7,0.309,0.535,-0.009
486,Houston Rockets,2009,6,27.9,53,29,3.7,108.4,0.1,104,-4.3,4.4,90.2,-1.5,0.292,-0.014,0.548,0.004,7,6,0.54,104.7,-3,106.4,-1.3,-1.7,4.44,87.4,-1.3,0.288,0.533,-0.011
487,Portland Trail Blazers,2009,3.5,24,54,28,5,113.9,5.6,107.8,-0.5,6.1,86.6,-5.1,0.306,0,0.553,0.009,2,4,0.33,103.9,-3.8,110.2,2.5,-6.3,-2.57,83.9,-4.8,0.264,0.524,-0.02
488,Dallas Mavericks,2009,2.4,29,50,32,1.7,110.5,2.2,108.4,0.1,2.1,91.5,-0.2,0.274,-0.032,0.55,0.006,5,5,0.5,113,5.3,114,6.3,-1,2.25,89.9,1.2,0.375,0.576,0.032
489,Phoenix Suns,2009,1.9,29.5,46,36,1.6,113.6,5.3,111.6,3.3,2,96,4.3,0.336,0.03,0.584,0.04,,,,,,,,,,,,,,
490,Miami Heat,2009,1.2,25.6,43,39,0.5,107.8,-0.5,107.6,-0.7,0.2,89.9,-1.8,0.282,-0.024,0.54,-0.004,3,4,0.43,106.7,-1,105.6,-2.1,1.1,2.8,82.6,-6.1,0.324,0.554,0.01
491,San Antonio Spurs,2009,1.2,30.4,54,28,3.4,108.5,0.2,104.3,-4,4.2,88.4,-3.3,0.251,-0.055,0.548,0.004,1,4,0.2,105.4,-2.3,112.4,4.7,-7,-5.32,85.7,-3,0.269,0.528,-0.016
492,Chicago Bulls,2009,0.8,24.9,41,41,-0.2,108.4,0.1,108.7,0.4,-0.3,93.1,1.4,0.3,-0.006,0.541,-0.003,3,4,0.43,105.9,-1.8,110.1,2.4,-4.2,3.24,92.6,3.9,0.343,0.54,-0.004
493,Utah Jazz,2009,0.8,25.5,48,34,2.3,110.1,1.8,107.3,-1,2.8,93.1,1.4,0.355,0.049,0.554,0.01,1,4,0.2,104.2,-3.5,114.1,6.4,-9.9,-2.79,93.4,4.7,0.373,0.517,-0.027
494,Atlanta Hawks,2009,0.5,25.8,47,35,1.7,109.3,1,107.6,-0.7,1.7,89.6,-2.1,0.323,0.017,0.546,0.002,4,7,0.36,102,-5.7,110.6,2.9,-8.6,-5.13,82.4,-6.3,0.323,0.499,-0.045
495,Philadelphia 76ers,2009,-0.6,26.1,41,41,0.2,107.9,-0.4,107.8,-0.5,0.1,90,-1.7,0.339,0.033,0.532,-0.012,2,4,0.33,100.5,-7.2,109.2,1.5,-8.7,-2.22,88,-0.7,0.276,0.526,-0.018
496,Indiana Pacers,2009,-0.9,26.5,36,46,-0.8,108.1,-0.2,109.2,0.9,-1.1,96.5,4.8,0.267,-0.039,0.545,0.001,,,,,,,,,,,,,,
497,Milwaukee Bucks,2009,-1.1,26.3,34,48,-0.9,106.7,-1.6,107.9,-0.4,-1.2,92.6,0.9,0.306,0,0.531,-0.013,,,,,,,,,,,,,,
498,Charlotte Bobcats,2009,-1.4,25.8,35,47,-1.2,104.7,-3.6,106.1,-2.2,-1.4,88.3,-3.4,0.312,0.006,0.536,-0.008,,,,,,,,,,,,,,
499,New Jersey Nets,2009,-2.6,25.7,34,48,-2.3,108.3,0,111,2.7,-2.7,89.9,-1.8,0.303,-0.003,0.543,-0.001,,,,,,,,,,,,,,
500,New York Knicks,2009,-2.7,25.7,32,50,-2.3,108.1,-0.2,110.8,2.5,-2.7,96.7,5,0.268,-0.038,0.544,0,,,,,,,,,,,,,,
501,Toronto Raptors,2009,-2.9,27,33,49,-2.5,107,-1.3,110,1.7,-3,92,0.3,0.279,-0.027,0.542,-0.002,,,,,,,,,,,,,,
502,Detroit Pistons,2009,-3.4,28.2,39,43,-0.4,107.4,-0.9,108,-0.3,-0.6,86.7,-5,0.282,-0.024,0.524,-0.02,0,4,0,93.6,-14.1,112.2,4.5,-18.6,-9.92,83.3,-5.4,0.188,0.468,-0.076
503,Golden State Warriors,2009,-4.3,25,29,53,-3.8,109.5,1.2,113.3,5,-3.8,98.2,6.5,0.339,0.033,0.549,0.005,,,,,,,,,,,,,,
504,New Orleans Hornets,2009,-5.1,28.2,49,33,1.4,108.7,0.4,107,-1.3,1.7,87.8,-3.9,0.288,-0.018,0.548,0.004,1,4,0.2,93.7,-14,120.7,13,-27,-23.87,89.8,1.1,0.399,0.51,-0.034
505,Minnesota Timberwolves,2009,-5.4,25.4,24,58,-4.7,106.1,-2.2,111.4,3.1,-5.3,91.6,-0.1,0.289,-0.017,0.526,-0.018,,,,,,,,,,,,,,
506,Memphis Grizzlies,2009,-5.9,23.3,24,58,-5.2,103.5,-4.8,109.5,1.2,-6,90.1,-1.6,0.329,0.023,0.533,-0.011,,,,,,,,,,,,,,
507,Oklahoma City Thunder,2009,-6.8,24.5,23,59,-6,102.9,-5.4,109.4,1.1,-6.5,93.6,1.9,0.308,0.002,0.521,-0.023,,,,,,,,,,,,,,
508,Washington Wizards,2009,-7.9,26.9,19,63,-7,105.4,-2.9,113.6,5.3,-8.2,91,-0.7,0.293,-0.013,0.524,-0.02,,,,,,,,,,,,,,
509,Los Angeles Clippers,2009,-9.4,26.6,19,63,-8.5,102.3,-6,111.7,3.4,-9.4,92.1,0.4,0.275,-0.031,0.52,-0.024,,,,,,,,,,,,,,
510,Sacramento Kings,2009,-9.6,26.3,17,65,-8.6,105.5,-2.8,114.7,6.4,-9.2,94.2,2.5,0.315,0.009,0.542,-0.002,,,,,,,,,,,,,,
511,Boston Celtics??,2008,11.8,27.9,66,16,9.3,110.2,2.7,98.9,-8.6,11.3,90.9,-1.5,0.346,0.04,0.569,0.029,16,10,0.62,109.4,2,103.3,-4.1,6.1,8.59,85.9,-2.1,0.354,0.541,0.009
512,Los Angeles Lakers,2008,10.9,26.7,57,25,7.3,113,5.5,105.5,-2,7.5,95.6,3.2,0.333,0.027,0.57,0.03,14,7,0.67,110,2.6,107.6,0.2,2.4,8.94,92.7,4.7,0.371,0.56,0.028
513,Detroit Pistons,2008,9.5,28.3,59,23,6.7,111.4,3.9,102.9,-4.6,8.5,87.3,-5.1,0.3,-0.006,0.539,-0.001,10,7,0.59,108,0.6,105.2,-2.2,2.8,7.56,84.7,-3.3,0.32,0.538,0.006
514,New Orleans Hornets,2008,8.8,27.1,56,26,5.5,111.5,4,105.7,-1.8,5.8,89.9,-2.5,0.251,-0.055,0.548,0.008,7,5,0.58,111.5,4.1,107.3,-0.1,4.2,9.13,86.6,-1.4,0.25,0.537,0.005
515,Utah Jazz,2008,8.3,25.3,54,28,6.9,113.8,6.3,106.5,-1,7.3,93.2,0.8,0.349,0.043,0.573,0.033,6,6,0.5,110.1,2.7,110.4,3,-0.3,5.79,89.1,1.1,0.33,0.528,-0.004
516,San Antonio Spurs,2008,7.1,31.4,56,26,5.1,107.2,-0.3,101.8,-5.7,5.4,88.8,-3.6,0.276,-0.03,0.543,0.003,9,8,0.53,103.9,-3.5,104.8,-2.6,-0.9,5.02,89.5,1.5,0.261,0.529,-0.003
517,Orlando Magic,2008,5.9,26.7,52,30,4.8,111.3,3.8,105.5,-2,5.8,93.4,1,0.355,0.049,0.575,0.035,5,5,0.5,111,3.6,109.2,1.8,1.8,6.37,87.5,-0.5,0.322,0.564,0.032
518,Cleveland Cavaliers,2008,5.7,27.1,45,37,-0.5,106,-1.5,106.4,-1.1,-0.4,90.2,-2.2,0.308,0.002,0.52,-0.02,7,6,0.54,104.6,-2.8,102.1,-5.3,2.5,7.23,85.9,-2.1,0.395,0.517,-0.015
519,Houston Rockets,2008,5,28.3,55,27,4.8,106.8,-0.7,101.6,-5.9,5.2,90.4,-2,0.276,-0.03,0.528,-0.012,2,4,0.33,103.8,-3.6,106.7,-0.7,-2.9,3.96,84.8,-3.2,0.333,0.488,-0.044
520,Phoenix Suns,2008,4.7,29.3,55,27,5.1,113.3,5.8,108.1,0.6,5.2,96.7,4.3,0.292,-0.014,0.59,0.05,1,4,0.2,104.1,-3.3,106.1,-1.3,-2,3.1,92.6,4.6,0.369,0.524,-0.008
